Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2015,4609386,Quarry No 2,West Virginia (Southern),Mcdowell,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Gmax Quarry, Inc.","3324 Pennsylvania Ave, Suite B, Charleston, WV 25302",,Appalachia Central,6497,5,7690
2015,4609387,Lower War Eagle Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,252386,63,128660
2015,4609395,Dry Branch Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,246050,41,107603
2015,4609426,Garland Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Eagle Creek Mining Llc,"P.O. Box 328, Mount Gay, WV 25637",,Appalachia Central,1754,7,2315
2015,4609441,Switchback Loadout,West Virginia (Southern),Mcdowell,Active,Surface,Indepedent Producer Operator,Mine only,Star Services Llc,"P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,25664,5,12476
2015,4609455,Sewell Mine R,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,56751,13,27428
2015,4609477,Tea Branch Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,7853,2,1220
2015,4609480,Skyway Iii Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Skyway Strip, Inc.","356 S. College Ave, Bluefield, VA 24605",,Appalachia Central,72646,18,44072
2015,4609484,Newhall Surface Mine No. 2,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Little Seam Mining Co.,"P.O. Box 25, Thorpe, WV 24888",,Appalachia Central,53170,10,20332
2015,4609496,Mine No. 43,West Virginia (Southern),Mcdowell,Active,Underground,Indepedent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,15490,31,13825
2015,3609197,3200,West Virginia (Northern),Marion,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,12223,3,3360
2015,3609383,3119,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,3376,3,240
2015,3610021,11,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Mine only,"Black Hawk Mining, Inc","221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,30874,3,5280
2015,4601318,Harrison County Mine,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Harrison County Coal Compa,"79 Camp Run Road, Mannington, WV 26582",United Mine Workers Of America,Appalachia Northern,7106441,561,1338580
2015,4601433,Marion County Mine,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Marion County Coal Company,"151 Johnny Cake Road, Metz, WV 26585",United Mine Workers Of America,Appalachia Northern,6481620,605,1339454
2015,4608264,Grant Town Power Plant,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Preparation Plant,American Bituminous Power Part,"P.O. Box 159, Grant Town, WV 26574",,Appalachia Northern,0,14,10426
2015,4609050,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Indepedent Producer Operator,Mine only,"Lp Mineral, Llc","317 Cleveland Ave, Fairmont, WV 26554",,Appalachia Northern,125617,8,22631
2015,4601436,Ohio County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Ohio County Coal Company,"Rd 1 Box 62a, Dallas, WV 26036",United Mine Workers Of America,Appalachia Northern,6081768,614,1417705
2015,4601437,Marshall County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Marshall County Coal Compa,"46226 National Rd, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,10294865,954,2208362
2015,4601438,Marshall County River Loadout,West Virginia (Northern),Marshall,Active,Surface,Indepedent Producer Operator,Preparation Plant,The Marshall County Coal Compa,"46226 National Road, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,0,13,28336
2015,4601438,Marshall County River Loadout,West Virginia (Northern),Marshall,Active,Underground,Indepedent Producer Operator,Preparation Plant,The Marshall County Coal Compa,"46226 National Road, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,0,13,28336
2015,4609311,Mine No. 1,West Virginia (Southern),Mercer,Active,Surface,Indepedent Producer Operator,Mine only,"Onyx Energy, Llc","P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,149721,22,68483
2015,4605649,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Delbarton Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,0,1,3066
2015,4605649,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Preparation Plant,Delbarton Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,0,34,73580
2015,4605890,Miller Creek Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,Appalachia Central,0,12,26007
2015,4607165,North Surface Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1100, Holden, WV 25625",,Appalachia Central,71855,14,31448
2015,4607406,Mingo No 1,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Hampden Coal Company Llc,"P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,0,15,36865
2015,4608122,Glen Alum Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651",,Appalachia Central,0,3,5044
2015,4608122,Glen Alum Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Glen Alum Operations, Llc","P.O. Box 110, Wharncliffe, WV 25651",,Appalachia Central,0,3,5044
2015,4608563,Ragland Loadout,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Phoenix Coal-Mac Mining Inc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,16,22716
2015,4608563,Ragland Loadout,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Preparation Plant,Phoenix Coal-Mac Mining Inc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,0,16,22716
2015,4608626,Tug Fork Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Indepedent Producer Operator,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,0,8,18187
2015,4608808,Ruby Energy,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Mine only,"Spartan Mining Co., Inc.","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,1290043,170,373495
2015,4608930,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Indepedent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,255913,24,47216
2015,4609018,No. 8,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,92061,36,75539
2015,4609075,Mt-101,West Virginia (Southern),Mingo,Active,Surface,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685",,Appalachia Central,2139252,115,281433
2015,4609345,Remining #3,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,62792,8,15714
2015,4601456,Federal No 2,West Virginia (Northern),Monongalia,"Active, men working, not producing",Underground,Operating Subsidiary,Mine and Preparation Plant,"Erp Federal Mining Complex, Ll","1044 Miracle Run Rd, Fairview, WV 26570",United Mine Workers Of America,Appalachia Northern,2441623,456,1023651
2015,4605589,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Red Bone Mining Company,"P.O. Box 60, Dellslow, WV 26531",,Appalachia Northern,272286,47,105183
2015,4605995,Preparation Plant No 1,West Virginia (Northern),Monongalia,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501",,Appalachia Northern,24956,7,15376
2015,4605995,Preparation Plant No 1,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501",,Appalachia Northern,0,57,125005
2015,4606556,River Terminal,West Virginia (Northern),Monongalia,Active,Surface,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501",,Appalachia Northern,0,4,8736
2015,4606556,River Terminal,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Preparation Plant,Coresco Llc,"308 Dents Run Road, Morgantown, WV 26501",,Appalachia Northern,0,4,8735
2015,4609408,Laurita Surface Mine,West Virginia (Northern),Monongalia,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Scjl Co-Leasing Corp. Inc.,"8 Hunter Zane Rd, Fairmont, WV 26554",,Appalachia Northern,2123,2,1330
2015,4606880,Power Mountain Processing,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Preparation Plant,Power Mountain Coal Company,"P.O. Box 707, Summersville, WV 26651",United Mine Workers Of America,Appalachia Central,0,24,54334
2015,4608787,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651",,Appalachia Central,655443,123,275826
2015,4608864,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","2596 Battle Run Road, Triadelphia, WV 26059",,Appalachia Northern,6030582,516,1104323
2015,4605252,Beckley Pocahontas Mine,West Virginia (Southern),Raleigh,Active,Underground,Indepedent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,915367,242,496277
2015,4605317,Goals Preparation Plant,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Goals Coal Company,"P.O. Box 457, Whitesville, WV 25209",United Mine Workers Of America,Appalachia Central,0,14,29751
2015,4608315,Brushy Eagle,West Virginia (Southern),Raleigh,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,411373,126,286255
2015,4608374,Marfork Processing,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Preparation Plant,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,13,19255
2015,4608374,Marfork Processing,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,90,128864
2015,4608551,Marsh Fork Mine,West Virginia (Southern),Raleigh,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,11373,17,34612
2015,4608716,Tams No.1 Surface Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Tams Management, Inc","P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,174366,70,144134
2015,4608829,Beckley Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,161183,67,125534
2015,4608878,Affinity Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"P.O. Box 267, Midway, WV 25878",,Appalachia Central,1161326,218,546068
2015,4608879,Affinity Preparation Plant,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,"Pocahontas Coal Company, Llc","P.O. Box 267, Midway, WV 25878",,Appalachia Central,0,28,66262
2015,4608977,Edwight Surface Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Alex Energy Inc,"8641 Coal River Road, Naoma, WV 25140",,Appalachia Central,675725,81,193193
2015,4609026,Ewing Fork No. 1 Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Pioneer Fuel,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,318520,52,118610
2015,4609048,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,445931,149,358946
2015,4609091,Horse Creek Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,426671,116,271105
2015,4609092,Allen Powellton Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,274896,62,149041
2015,4609216,Beckley Pocahontas Plant,West Virginia (Southern),Raleigh,Active,Underground,Indepedent Producer Operator,Preparation Plant,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,0,28,50332
2015,4609409,Shm 12-66,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Inc.,"4101 Slate Dr., Scarbro, WV 25917",,Appalachia Central,75843,6,13737
2015,4609475,Workman Creek Surface,West Virginia (Southern),Raleigh,Active,Surface,Indepedent Producer Operator,Mine only,Republic Energy Inc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,580826,70,169866
2015,4606736,Star Bridge Preparation Plant-,West Virginia (Northern),Randolph,Active,Underground,Indepedent Producer Operator,Preparation Plant,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280",,Appalachia Northern,0,21,30229
2015,4609191,Leer Prep Plant,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Preparation Plant,Aci Tygart Valley,"1200 Tygart Drive, Grafton, WV 26354",,Appalachia Northern,0,42,105234
2015,4609192,Leer Mine,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Mine only,Aci Tygart Valley,"1200 Tygart Drive, Grafton, WV 26354",,Appalachia Northern,3383885,443,1078319
2015,4609028,Mountain View Mine,West Virginia (Northern),Tucker,Active,Underground,Operating Subsidiary,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550",,Appalachia Northern,2108354,220,470070
2015,4605544,Sawmill Run Preparation Plant,West Virginia (Northern),Upshur,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Wolf Run Mining Company,"Route 3, Box 146, Philippi, WV 26416",,Appalachia Northern,0,3,7132
2015,4605823,Upshur Complex,West Virginia (Northern),Upshur,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Upshur Property Inc,"245 Enoxy Blvd, Tallmansville, WV 26237",,Appalachia Northern,0,7,14389
2015,4608194,Pleasant Hill Mine,West Virginia (Northern),Upshur,Active,Underground,Indepedent Producer Operator,Mine only,Carter Roag Coal Company,"1023 Lanham Cemetary Road, Tallmansville, WV 26237",,Appalachia Northern,597769,150,372440
2015,4601939,Stonecoal,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Appalachian Mining & Reclamati,"P.O. Box 686, Matewan, WV 25678",,Appalachia Central,22871,9,10799
2015,4605121,Camp Creek Mine,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512",,Appalachia Central,1008392,250,504969
2015,4607946,Cyrus Dock,West Virginia (Southern),Wayne,Active,Surface,Indepedent Producer Operator,Preparation Plant,Cci Cyrus River Terminal Llc,"811 Main Street, Suite 3500, Houston, TX 77002",,Appalachia Central,0,9,19061
2015,4607946,Cyrus Dock,West Virginia (Southern),Wayne,Active,Underground,Indepedent Producer Operator,Preparation Plant,Cci Cyrus River Terminal Llc,"811 Main Street, Suite 3500, Houston, TX 77002",,Appalachia Central,0,2,4765
2015,4608030,Camp Creek Processing,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512",,Appalachia Central,0,34,68429
2015,4609051,Ceredo Dock,West Virginia (Southern),Wayne,Active,Surface,Indepedent Producer Operator,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,49,113822
2015,4609051,Ceredo Dock,West Virginia (Southern),Wayne,Active,Underground,Indepedent Producer Operator,Preparation Plant,Kanawha River Terminals Llc,"P.O. Box 308, Ceredo, WV 25507",,Appalachia Central,0,48,113821
2015,4606045,Brooks Run Processing Plant No,West Virginia (Northern),Webster,"Active, men working, not producing",Surface,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,0,33,67028
2015,4606045,Brooks Run Processing Plant No,West Virginia (Northern),Webster,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,0,38,78684
2015,4606213,Mine No 4,West Virginia (Northern),Webster,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,184032,53,114927
2015,4608885,Poplar Ridge No 1 Deep Mine,West Virginia (Northern),Webster,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,219428,38,66513
2015,4609036,Seven Pines,West Virginia (Northern),Webster,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"2691 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,700949,76,171331
2015,4609351,Sumter,West Virginia (Northern),Webster,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,217309,58,85997
2015,4609353,Jackson Bridge 1,West Virginia (Northern),Webster,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,274773,59,133265
2015,4601544,Road Fork #51 Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Spartan Mining Company,"208 Business Street, Beckley, WV 25801",,Appalachia Central,586020,132,319573
2015,4601816,Pinnacle Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,2406437,428,960334
2015,4604637,Kepler No. 1 Prep Plant,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Preparation Plant,Kepler Processing Company Llc,"P.O. Box 1050, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,0,7,12962
2015,4605868,Pinnacle Preparation Plant,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Preparation Plant,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,0,55,112222
2015,4606263,Wyoming No 2,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","P.O. Box 530, Pineville, WV 24874",,Appalachia Central,227925,71,170438
2015,4609062,Coal Mountain No 1 Surface,West Virginia (Southern),Wyoming,Active,Surface,Indepedent Producer Operator,Mine only,Dynamic Energy Inc,"818 North Eisenhower Dr., Beckley, WV 25801",United Mine Workers Of America,Appalachia Central,266992,74,120914
2015,4609319,Lower War Eagle,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,797929,197,474471
2015,4609427,Eagle #3 Mine,West Virginia (Southern),Wyoming,Active,Underground,Indepedent Producer Operator,Mine only,"Rockwell Mining, Llc","P.O. Box 57, Wharton, WV 25208",,Appalachia Central,172385,49,115430
2015,4800083,Wyodak Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Wyodak Resources Development C,"3338 Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,4140386,68,118340
2015,4800732,Belle Ayr Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717",,Powder River Basin,18318629,287,622786
2015,4800977,Black Thunder,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,99450689,1628,3349283
2015,4800992,Cordero Rojo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Cordero Mining Llc,"P.O. Box 1449, Gillette, WY 82717",,Powder River Basin,22871976,521,1059873
2015,4800993,Rawhide Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","P.O. Box 3042, Gillette, WY 82717",,Powder River Basin,15167996,200,383343
2015,4801034,Caballo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717",,Powder River Basin,11402062,138,291888
2015,4801078,Eagle Butte Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717",,Powder River Basin,19649723,290,614649
2015,4801200,Buckskin Mine,Wyoming,Campbell,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Buckskin Mining Company,"P.O. Box 3027, Gillette, WY 82717",,Powder River Basin,13666830,234,469033
2015,4801215,Coal Creek Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,7840491,153,310145
2015,4801353,North Antelope Rochelle Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Powder River Mining Ll,"Caller Box 3035, Gillette, WY 82717",,Powder River Basin,109343913,1418,3004430
2015,4801429,Dry Fork Mine,Wyoming,Campbell,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Western Fuels-Wyoming Inc,"3629 N Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,6369206,80,156007
2015,4801337,Antelope Coal Mine,Wyoming,Converse,Active,Surface,Operating Subsidiary,Mine only,Antelope Coal Llc,"P.O. Box 3008, Gillette, WY 82717",,Powder River Basin,35181059,611,1249100
2015,4800086,Kemmerer Mine,Wyoming,Lincoln,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Westmoreland Kemmerer, Llc","P.O. Box 950, Kemmerer, WY 83101",United Mine Workers Of America,Western,4470864,293,550959
2015,4800677,Jim Bridger Mine,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,Western,2073197,225,482907
2015,4801180,Black Butte And Leucite Hills,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Black Butte Coal Company,"P.O. Box 98, Point Of Rock, WY 82942",,Western,2735308,181,363118
2015,4801646,Bridger Underground Coal Mine,Wyoming,Sweetwater,Active,Underground,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,Western,3090175,308,697899
2015,1100588,Old Ed #21,Refuse Recovery,Franklin,Active,Refuse,Operating Subsidiary,Mine only,"Old Ed, Llc","500 Curler Tried Rd, Peruy, IL 62272",,Illinois Basin,55445,3,5944
2015,3608728,Carino No 1 Mine,Refuse Recovery,Indiana,Temporarily closed,Refuse,Indepedent Producer Operator,Mine only,"Alverda Enterprises, Inc.","P.O. Box 87, Alverda, PA 15710",,Appalachia Northern,6535,3,2222
2015,3609442,Ernest,Refuse Recovery,Indiana,Active,Refuse,Indepedent Producer Operator,Mine only,Cambria Fuel Management Compan,"243 Rubisch Rd, Ebensburg, PA 15931",,Appalachia Northern,645940,6,14449
2015,1519402,Wayland Refuse Pile,Refuse Recovery,Floyd,Temporarily closed,Refuse,Indepedent Producer Operator,Mine only,Mjk Mining Inc.,"P.O. Box 3668, Pikeville, KY 41502",,Appalachia Central,2265,3,520
2015,3604969,#9 Operation,Refuse Recovery,Luzerne,Temporarily closed,Refuse,Indepedent Producer Operator,Mine only,Popple Const. Inc.,"202 Main St., Laflin, PA 18702",,Appalachia Northern,12984,2,751
2015,3608280,Nelson Bank,Refuse Recovery,Northumberland,Temporarily closed,Refuse,Indepedent Producer Operator,Mine only,"Rosini Enterprises, Inc.","Venn Access Road, Coal Township, PA 17866",,Appalachia Northern,8558,1,288
2015,3608822,Sioux Bank,Refuse Recovery,Northumberland,Active,Refuse,Indepedent Producer Operator,Mine and Preparation Plant,Black Diamond Mining Inc,"P.O. Box 81, Mt. Carmel, PA 17851",,Appalachia Northern,5145,5,7666
2015,3609843,Atlas Anthracite Coal Corporat,Refuse Recovery,Northumberland,Active,Refuse,Indepedent Producer Operator,Mine and Preparation Plant,D. Molesevich & Sons Construct,"P.O. Box 121, Mount Carmel, PA 17851",,Appalachia Northern,24904,7,12434
2015,3602234,Ellangowan Bank #45,Refuse Recovery,Schuylkill,Active,Refuse,Indepedent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,36184,13,27876
2015,3606428,Tuscarora Breaker,Refuse Recovery,Schuylkill,"Active, men working, not producing",Refuse,Operating Subsidiary,Mine and Preparation Plant,"South Tamaqua Coal Pockets, In","P.O. Box 577, Tamaqua, PA 18252",,Appalachia Northern,27244,6,12748
2015,3609178,Branchdale Bank/Stripping,Refuse Recovery,Schuylkill,Active,Refuse,Indepedent Producer Operator,Mine only,Michael Coal Company,"P.O. Box 8, Williamstown, PA 17098",,Appalachia Northern,51466,12,26407
2015,3609304,Park Mine Coal Company,Refuse Recovery,Schuylkill,Active,Refuse,Indepedent Producer Operator,Mine only,Park Mine Coal Company,"294 Pine Creek Drive, Orwigsburg, PA 17961",,Appalachia Northern,21526,5,10092
