Year,MSHAID,MineName,STATE,MineCounty,MineStatus,MineType,CompanyType,OperationType,OperatingCompany,OperatingCompanyAddress,UnionCode,CoalSupplyRegion,Production,AverageEmployee,LabourHours,latitute,longitude
2015,1515851,Mine No 1,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Jordan Construction,"15810 Hwy 32, Blaine, KY 41124",,Appalachia Central,4204,2,1211,37.7353,84.2987
2015,1517059,Prep Plant # 1,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,4,7829,37.7353,84.2987
2015,1517059,Prep Plant # 1,Kentucky (East),Johnson,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,3,5220,37.7353,84.2987
2015,1518785,Mine #1,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kc Coals Inc,"22903rd Street, Paintsville, KY 41240",,Appalachia Central,8105,8,14305,37.7353,84.2987
2015,1519548,Surface #4,Kentucky (East),Johnson,Active,Surface,Indepedent Producer Operator,Mine only,Mine Rite Coal Co Inc,"190 Ky Rt 689 E, Flat Gap, KY 41219",,Appalachia Central,29976,11,21939,37.7353,84.2987
2015,1519678,"2-Mile, Job 4",Kentucky (East),Johnson,Active,Surface,Indepedent Producer Operator,Mine only,Ridgeline Coal Llc,"P.O. Box 2121, Prestonsburg, KY 41653",,Appalachia Central,40193,9,10570,37.7353,84.2987
2015,1519748,Jf Aml Stabilization And Recla,Kentucky (East),Johnson,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Jigsaw Enterprises, Llc","190 Left Fork Island Creek, Pikeville, KY 41501",,Appalachia Central,39630,16,22653,37.7353,84.2987
2015,1516858,Pioneer Preparation Plant,Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Preparation Plant,B&w Resources Inc.,"300 Liperote Way, London, KY 40741",,Appalachia Central,0,9,20806,37.7353,84.2987
2015,1517021,Jones Fork Plant,Kentucky (East),Knott,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Kentucky Fuel Corporation,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,0,8,13065,37.7353,84.2987
2015,1517021,Jones Fork Plant,Kentucky (East),Knott,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Kentucky Fuel Corporation,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,0,7,13065,37.7353,84.2987
2015,1517497,No. 68,Kentucky (East),Knott,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,374148,93,211652,37.7353,84.2987
2015,1519116,Mine #9a,Kentucky (East),Knott,Active,Underground,Operating Subsidiary,Mine only,Enterprise Mining Company Llc,"5703 Crutchfield Drive, Norton, VA 24273",,Appalachia Central,1065851,101,223201,37.7353,84.2987
2015,1519189,Yellow Creek #21,Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,B&w Resources Inc.,"300 Liperote  Way, London, KY 40741",,Appalachia Central,287474,22,51157,37.7353,84.2987
2015,1519400,No. 88,Kentucky (East),Knott,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,211619,41,89556,37.7353,84.2987
2015,1519437,S-14 Trace Fork,Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Standville, KY 41659",,Appalachia Central,474661,30,86456,37.7353,84.2987
2015,1519743,No. 1 Surface,Kentucky (East),Knott,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Samuel Coal Co., Inc.","P.O. Box 71, Deane, KY 41812",,Appalachia Central,2843,6,2520,37.7353,84.2987
2015,4609151,#46 (Yellow Creek),Kentucky (East),Knott,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651",,Appalachia Central,280949,8,20113,37.7353,84.2987
2015,1511319,Ahm Tipple,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Preparation Plant,"American Highwall Mining, Llc","200 Allison Blvd, Corbin, KY 40701",,Appalachia Central,0,4,6757,37.7353,84.2987
2015,1517691,Mine #3,Kentucky (East),Knox,Active,Underground,Indepedent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,36229,17,40848,37.7353,84.2987
2015,1518426,Mine #5,Kentucky (East),Knox,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,"Alden Resources, Llc","788 Bailey Switch Rd., Bluefield, VA 24605",,Appalachia Central,27308,12,22077,37.7353,84.2987
2015,1519187,Shm-10 (Maple Creek),Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,101456,10,9680,37.7353,84.2987
2015,1519322,Ghm #25,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743",,Appalachia Central,2603,2,1231,37.7353,84.2987
2015,1519324,Mountainside Wash Plant,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Preparation Plant,Mountainside Coal Company Inc,"7692 So. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,0,28,63325,37.7353,84.2987
2015,1519387,Elliott Branch,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,Alden Resources Llc,"332 W Cumberland Gap Pkwy, Corbin, KY 40701",,Appalachia Central,3312,6,4064,37.7353,84.2987
2015,1519606,M-119 (Flat Creek),Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,"Contract Highwall Mining, Llc","4978 Teays Valley Road, Scott Depot, WV 25560",,Appalachia Central,87790,8,11943,37.7353,84.2987
2015,1519611,Tinsley Branch,Kentucky (East),Knox,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004",,Appalachia Central,21785,23,26125,37.7353,84.2987
2015,1519627,Flag Ridge Job,Kentucky (East),Knox,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Mountainside Coal Company,"7692 S. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,593,2,1163,37.7353,84.2987
2015,1519644,Highwall Miner #12,Kentucky (East),Knox,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,51135,8,11319,37.7353,84.2987
2015,1519696,Flat Creek Mine,Kentucky (East),Knox,Active,Surface,Indepedent Producer Operator,Mine only,"Mountainside Coal Co., Inc.","7692 S. Hwy 25w, Williamsburg, KY 40769",,Appalachia Central,60419,39,84242,37.7353,84.2987
2015,1507305,Honey Hole Llc,Kentucky (East),Laurel,Active,Surface,Indepedent Producer Operator,Preparation Plant,Honey Hole Llc,"3105 Eberle Road, Mckee, KY 40447",,Appalachia Central,0,1,1588,37.7353,84.2987
2015,1507305,Honey Hole Llc,Kentucky (East),Laurel,Active,Underground,Indepedent Producer Operator,Preparation Plant,Honey Hole Llc,"3105 Eberle Road, Mckee, KY 40447",,Appalachia Central,0,3,6350,37.7353,84.2987
2015,1519740,Old Way#1,Kentucky (East),Laurel,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Acpky1,llc","309 Kite Hollow, Meally, KY 41234",,Appalachia Central,510,5,3149,37.7353,84.2987
2015,1519762,Oam #19,Kentucky (East),Laurel,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Orr Auger Mining Llc,"P.O. Box 3234, London, KY 40743",,Appalachia Central,6127,2,1060,37.7353,84.2987
2015,1513418,Dredge #1,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Big Sandy Resources Inc,"31 Emerald Lane, Louisa, KY 41230",,Appalachia Central,4255,4,4656,37.7353,84.2987
2015,1518829,Cam Creek Mine,Kentucky (East),Lawrence,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Kentucky Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,4908,9,13614,37.7353,84.2987
2015,1519467,Mine No. 3,Kentucky (East),Lawrence,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Roadway Unlimited Llc,"28729 Amber Lea Lane, Catlettsburg, KY 41230",,Appalachia Central,6241,10,4552,37.7353,84.2987
2015,1519509,No 7,Kentucky (East),Lawrence,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,115393,25,60137,37.7353,84.2987
2015,1519660,No. 7,Kentucky (East),Lawrence,Active,Surface,Indepedent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,242578,38,102023,37.7353,84.2987
2015,1512753,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Co,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,397798,107,233839,37.7353,84.2987
2015,1516098,P-4 Beechfork,Kentucky (East),Leslie,Active,Surface,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,0,6,11776,37.7353,84.2987
2015,1516098,P-4 Beechfork,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,0,5,11776,37.7353,84.2987
2015,1517746,Thunder Ridge Mine,Kentucky (East),Leslie,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,521172,48,126197,37.7353,84.2987
2015,1518376,D-2 Beechfork,Kentucky (East),Leslie,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,36249,16,40512,37.7353,84.2987
2015,1519384,D-3 Oldhouse,Kentucky (East),Leslie,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 349, Bledsoe, KY 40810",,Appalachia Central,233874,41,105047,37.7353,84.2987
2015,1519441,Aces Branch Mine #9,Kentucky (East),Leslie,Active,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"300 Liperote Way, London, KY 40741",,Appalachia Central,172675,15,32995,37.7353,84.2987
2015,1511121,Roxana Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Enterprise Mining Company Llc,"5703 Crutchfield Dr, Norton, VA 24273",,Appalachia Central,0,27,49607,37.7353,84.2987
2015,1512914,Sapphire Prep Plant,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Sapphire Coal Company,"1073 Riverview St, Grundy, VA 24614",,Appalachia Central,0,3,6456,37.7353,84.2987
2015,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Surface,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 71, Deane, KY 41812",,Appalachia Central,0,1,4120,37.7353,84.2987
2015,1516577,Mill Creek Prep Plant,Kentucky (East),Letcher,Active,Underground,Operating Subsidiary,Preparation Plant,Deane Mining Llc,"P.O. Box 71, Deane, KY 41812",,Appalachia Central,0,11,33334,37.7353,84.2987
2015,1517965,S-6 Little Creek,Kentucky (East),Letcher,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,45266,9,20583,37.7353,84.2987
2015,1517993,#7,Kentucky (East),Letcher,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Cheyenne Elkhorn Coal Co Inc,"5363 Collins Hwy, Pikeville, KY 41501",,Appalachia Central,60017,16,38855,37.7353,84.2987
2015,1518481,Sandlick No. 1,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Halco Services, Llc","282 Straight Fork Rd, Cornettsville, KY 41731",,Appalachia Central,15481,5,6720,37.7353,84.2987
2015,1518732,Mine No 5,Kentucky (East),Letcher,Permanently abandoned,Underground,Operating Subsidiary,Mine only,North Fork Coal Corporation,"P.O. Box 527, Benham, KY 40807",,Appalachia Central,51113,19,28096,37.7353,84.2987
2015,1518988,Red Fox,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,"H & D Coal Co., Inc.","P.O. Box 490, Whitesburg, KY 41858",,Appalachia Central,38393,22,41764,37.7353,84.2987
2015,1519126,M.C. #39,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Augustus Augering & Contractin,"229 Kelly Branch Road, Salyersville, KY 41465",,Appalachia Central,340,3,60,37.7353,84.2987
2015,1519181,H-4,Kentucky (East),Letcher,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,120930,5,9754,37.7353,84.2987
2015,1519327,Mine #2,Kentucky (East),Letcher,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,"Clark Mining, Inc","P.O. Box 551, Cumberland, KY 40823",,Appalachia Central,35398,17,26184,37.7353,84.2987
2015,1519577,No 3,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Mjk Mining Inc,"282 Straight Fork Rd, Cornettsville, KY 41731",,Appalachia Central,9684,7,2416,37.7353,84.2987
2015,1519641,No. 2 Auger,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Black Pearl Resources, Llc","125 Locust Drive, Pikeville, KY 41501",,Appalachia Central,4954,2,576,37.7353,84.2987
2015,1519681,1,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Adams & Burke Contractors & De,"P.O. Box 84, Isom, KY 41824",,Appalachia Central,22594,10,14580,37.7353,84.2987
2015,1519690,#1,Kentucky (East),Letcher,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Genesis Group, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,1642,2,2512,37.7353,84.2987
2015,1519715,D-12 Kellioka,Kentucky (East),Letcher,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","633 Callahan Ave, Appalachia, VA 24216",,Appalachia Central,105715,31,59425,37.7353,84.2987
2015,1519738,Auger 84,Kentucky (East),Letcher,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Mjk Mining Inc.,"45 Stamper Lane, Pikeville, KY 41501",,Appalachia Central,620,2,260,37.7353,84.2987
2015,1519750,Oam#13,Kentucky (East),Letcher,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Orr Auger Mining, Llc.","P.O. Box 3234, London, KY 40743",,Appalachia Central,2031,2,546,37.7353,84.2987
2015,1519770,No. 4,Kentucky (East),Letcher,Active,Surface,Indepedent Producer Operator,Mine only,Mjk Mining Inc.,"P.O. Box 3668, Pikeville, KY 41857",,Appalachia Central,35781,7,9461,37.7353,84.2987
2015,1518234,Grand River Terminal,Kentucky (East),Livingston,Active,Surface,Indepedent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp C,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers Of America,Appalachia Central,0,12,20968,37.7353,84.2987
2015,1518234,Grand River Terminal,Kentucky (East),Livingston,Active,Underground,Indepedent Producer Operator,Preparation Plant,Kinder Morgan Operating Lp C,"1020 Dover Rd, Grand Rivers, KY 42045",United Mine Workers Of America,Appalachia Central,0,11,20967,37.7353,84.2987
2015,1519146,Diablo West Surface,Kentucky (East),Magoffin,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Ember Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,61067,41,17885,37.7353,84.2987
2015,1519459,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Indepedent Producer Operator,Mine only,"Ember Energy, Llc","P.O. Box 637, West Liberty, KY 41472",,Appalachia Central,196944,32,66275,37.7353,84.2987
2015,1506268,Pevler Plant,Kentucky (East),Martin,Active,Surface,Contractor,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231",,Appalachia Central,0,9,19206,37.7353,84.2987
2015,1506268,Pevler Plant,Kentucky (East),Martin,Active,Underground,Contractor,Preparation Plant,Pinnacle Processing Inc,"P.O. Box 399, Lovely, KY 41231",,Appalachia Central,0,78,172852,37.7353,84.2987
2015,1514324,P-2,Kentucky (East),Martin,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41656",,Appalachia Central,0,10,34428,37.7353,84.2987
2015,1517954,Prep Plant #2,Kentucky (East),Martin,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,11,27431,37.7353,84.2987
2015,1517954,Prep Plant #2,Kentucky (East),Martin,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Beech Fork Processing Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,0,12,27432,37.7353,84.2987
2015,1518575,No. 1,Kentucky (East),Martin,Active,Underground,Contractor,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231",,Appalachia Central,868276,178,440645,37.7353,84.2987
2015,1519557,H-1,Kentucky (East),Martin,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,90185,7,12416,37.7353,84.2987
2015,1519730,S-18 Seng Branch,Kentucky (East),Martin,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,240608,23,70188,37.7353,84.2987
2015,4609370,Highwall Miner # 57,Kentucky (East),Martin,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,Appalachia Central,146176,20,46431,37.7353,84.2987
2015,1503627,#20 Strip Job,Kentucky (East),Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,505813,46,115059,37.7353,84.2987
2015,1505485,Preparation Plant,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Perry County Coal, Llc","1845 S. Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,0,9,18635,37.7353,84.2987
2015,1505485,Preparation Plant,Kentucky (East),Perry,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Perry County Coal, Llc","1845 S. Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,0,52,114473,37.7353,84.2987
2015,1509636,No. 77,Kentucky (East),Perry,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,253601,53,111391,37.7353,84.2987
2015,1513495,Kentucky River Loading,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Preparation Plant,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,0,19,48516,37.7353,84.2987
2015,1516353,No. 64 Plant,Kentucky (East),Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Blue Diamond Coal Co.,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,0,3,5446,37.7353,84.2987
2015,1516353,No. 64 Plant,Kentucky (East),Perry,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Blue Diamond Coal Co.,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,0,23,49018,37.7353,84.2987
2015,1516520,No. 76  Plant,Kentucky (East),Perry,Active,Underground,Indepedent Producer Operator,Preparation Plant,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,0,31,67026,37.7353,84.2987
2015,1516883,Combs Branch Job,Kentucky (East),Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,999150,82,193839,37.7353,84.2987
2015,1517478,No. 75,Kentucky (East),Perry,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,137022,33,78136,37.7353,84.2987
2015,1518048,Rowdy Gap Mine,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,497414,50,111216,37.7353,84.2987
2015,1518526,Jakes Branch Job,Kentucky (East),Perry,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,12100,5,3857,37.7353,84.2987
2015,1518565,E4-1,Kentucky (East),Perry,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Perry County Coal, Llc","1845 South Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,366625,87,194904,37.7353,84.2987
2015,1518769,S-17 Cumberland,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,677748,38,126332,37.7353,84.2987
2015,1518777,Hazard Job #6,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"300 Liperote Way, London, KY 40741",,Appalachia Central,197933,17,40341,37.7353,84.2987
2015,1518781,Chavies Job #7,Kentucky (East),Perry,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,50643,9,19196,37.7353,84.2987
2015,1518966,East Mac & Nellie,Kentucky (East),Perry,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Pine Branch Mining Llc,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,1087329,98,272182,37.7353,84.2987
2015,1519015,E4-2,Kentucky (East),Perry,Active,Underground,Indepedent Producer Operator,Mine only,"Perry County Coal, Llc","1845 S Ky Hwy 15, Hazard, KY 41701",,Appalachia Central,667362,130,300966,37.7353,84.2987
2015,1519255,Montgomery Creek,Kentucky (East),Perry,Temporarily closed,Surface,Indepedent Producer Operator,Mine only,"Blue Diamond Mining, Llc","1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,69177,16,26013,37.7353,84.2987
2015,1519405,Orchard Branch Mine No. 89,Kentucky (East),Perry,Active,Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,119962,35,52935,37.7353,84.2987
2015,1519419,Noble Mine #2,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,Noble Construction,"P.O. Box 83, Bulan, KY 41722",,Appalachia Central,16163,5,9120,37.7353,84.2987
2015,1519504,Newberry #15,Kentucky (East),Perry,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,B&w Resources Inc.,"300 Liperote Way, London, KY 40741",,Appalachia Central,8514,12,11380,37.7353,84.2987
2015,1519598,Poundmill Mine No 90,Kentucky (East),Perry,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Blue Diamond Coal Company,"1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,237318,43,95981,37.7353,84.2987
2015,1519728,Gregory Branch Mine,Kentucky (East),Perry,Permanently abandoned,Surface,Indepedent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,Appalachia Central,328295,22,53233,37.7353,84.2987
2015,1519780,Wiley Miller Mine,Kentucky (East),Perry,Active,Surface,Indepedent Producer Operator,Mine only,"Pine Branch Mining, Llc","1021 Tori Drive, Hazard, KY 41701",,Appalachia Central,37414,13,15660,37.7353,84.2987
2015,1506733,Coal Essence Prep Plant,Kentucky (East),Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Coal Essence Prep Plant Llc,"P.O. Box 2140, Pikeville, KY 41502",,Appalachia Central,0,12,14724,37.7353,84.2987
2015,1509724,#1 Prep Plant,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Preparation Plant,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564",,Appalachia Central,0,21,42167,37.7353,84.2987
2015,1510445,Bevins Branch Preparation Plan,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Preparation Plant,Mccoy Elkhorn Coal Co.,"P.O. Box 71, Deane, KY 41812",,Appalachia Central,0,23,55287,37.7353,84.2987
2015,1511162,Plant No. 1,Kentucky (East),Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,"High Ridge Mining, Llc","5263 State Highway 194 East, Kimper, KY 41539",,Appalachia Central,0,3,3720,37.7353,84.2987
2015,1511162,Plant No. 1,Kentucky (East),Pike,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,"High Ridge Mining, Llc","5263 State Highway 194 East, Kimper, KY 41539",,Appalachia Central,0,3,3720,37.7353,84.2987
2015,1511483,Cci Slones Branch Terminal Llc,Kentucky (East),Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Cci Slones Branch Terminal Llc,"811 Main Street   Suite 3500, Houston, TX 77002",,Appalachia Central,0,3,5312,37.7353,84.2987
2015,1511483,Cci Slones Branch Terminal Llc,Kentucky (East),Pike,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Cci Slones Branch Terminal Llc,"811 Main Street   Suite 3500, Houston, TX 77002",,Appalachia Central,0,1,1328,37.7353,84.2987
2015,1513193,Phelps Coal Tipple (T-2),Kentucky (East),Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659",,Appalachia Central,0,6,16634,37.7353,84.2987
2015,1514468,Rob Fork Processing,Kentucky (East),Pike,"Active, men working, not producing",Surface,Indepedent Producer Operator,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,0,3,6701,37.7353,84.2987
2015,1514468,Rob Fork Processing,Kentucky (East),Pike,"Active, men working, not producing",Underground,Indepedent Producer Operator,Preparation Plant,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,0,4,8528,37.7353,84.2987
2015,1515215,# 5,Kentucky (East),Pike,Active,Underground,Indepedent Producer Operator,Mine only,"Bee B & B, Llc","P.O. Box 249, Stanville, KY 41659",,Appalachia Central,124730,39,76286,37.7353,84.2987
2015,1516470,Burke Branch Tipple,Kentucky (East),Pike,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Premier Elkhorn Coal Company,","6920 Ky Highway 610 W, Jenkins, KY 41537",,Appalachia Central,0,22,54864,37.7353,84.2987
2015,1516470,Burke Branch Tipple,Kentucky (East),Pike,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Premier Elkhorn Coal Company,","6920 Ky Highway 610 W, Jenkins, KY 41537",,Appalachia Central,0,20,48653,37.7353,84.2987
